Title,Artist,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
The Old Songs,Barry Manilow,3VoctBpZb4XJOSY5amXzYv,0.394,0.422,5,-10.693,1,0.0263,0.468,0.0,0.095,0.442,76.385,282373
Ready to Take a Chance Again,Barry Manilow,3Y6cMcPEOylYZKQGgrjblU,0.246,0.526,9,-9.657,0,0.0324,0.784,8.52e-06,0.0778,0.26,101.1,184907
Let's Hang On,Barry Manilow,2qWh3R1Tdjik5rCdUSVFek,0.602,0.801,8,-10.031,1,0.0662,0.0947,0.0,0.0668,0.793,136.22,190627
Ships,Barry Manilow,29G4lxwdGV0Ia1uCTkWjjW,0.296,0.269,1,-11.941,1,0.0314,0.688,0.0,0.0881,0.141,125.105,240333
Somewhere In the Night,Barry Manilow,3fgGLmCh0RnuWyIn7t55RU,0.319,0.388,5,-10.267,1,0.0256,0.278,0.000355,0.17,0.306,81.088,206867
Jump Shout Boogie,Barry Manilow,2V00DxMoUMZKgeakKmmMYh,0.67,0.929,5,-7.799,1,0.0373,0.395,7.87e-05,0.103,0.965,161.939,183933
All the Time,Barry Manilow,6qDPdNNpnT8VKxSBoY1Udx,0.416,0.167,0,-15.415,1,0.0295,0.655,2.28e-06,0.317,0.103,59.451,196133
This One's for You,Barry Manilow,2PrdCTvc5Xqu4c93aEcobj,0.352,0.3,11,-12.007,0,0.0301,0.47,2.89e-05,0.219,0.378,124.357,208160
Beautiful Music,Barry Manilow,0k9AltFfcmPvRyKzlxwR6N,0.498,0.895,5,-9.625,1,0.0617,0.566,3.51e-06,0.0791,0.516,125.06,277000
I Don't Want To Walk Without You,Barry Manilow,783VelMcY8oo752ZAHdDvG,0.455,0.488,5,-7.85,0,0.0263,0.739,3.34e-05,0.0479,0.282,97.922,236200
New York City Rhythm,Barry Manilow,46Dzn00y81UKdgKE73dSdG,0.648,0.912,9,-8.501,0,0.0423,0.356,0.0147,0.0818,0.783,126.172,282400
Daybreak,Barry Manilow,6Fc4tZ0NSs8FA8O6qdbctv,0.533,0.658,4,-8.88,1,0.0304,0.0939,0.00155,0.112,0.705,111.511,187600
It's A Miracle,Barry Manilow,60vLhEy2HVOXjkYAOzZKR3,0.76,0.773,8,-10.842,1,0.0514,0.203,0.00402,0.0579,0.951,129.891,234467
Bandstand Boogie,Barry Manilow,6Je8NnHs7qqLtw5CjXz4qW,0.594,0.723,4,-10.325,1,0.101,0.558,0.0,0.0663,0.786,92.624,169773
Tryin' to Get the Feeling Again,Barry Manilow,1aPvESfIvGHoZ3fGRbWb3i,0.273,0.517,3,-10.743,1,0.045,0.586,5.55e-05,0.111,0.288,139.4,230200
Some Kind of Friend,Barry Manilow,2qOJotgFVtgUNPAd9OC9wz,0.666,0.672,2,-11.187,0,0.0276,0.13,1.07e-06,0.0824,0.87,143.052,243093
Every Little Thing She Does Is Magic - Remastered 2003,The Police,5pDmunv6G71w7NSjOPXbYw,0.535,0.745,2,-10.123,1,0.0335,0.127,0.0792,0.179,0.376,163.913,260573
Message In A Bottle,The Police,1oYYd2gnWZYrt89EBXdFiO,0.577,0.808,1,-7.04,0,0.039,0.0338,1.33e-05,0.221,0.869,151.008,290280
Walking On The Moon,The Police,62uLNJgVZaFiEiKV4LpoYJ,0.514,0.34,0,-12.779,1,0.0537,0.00142,0.0173,0.213,0.269,145.992,300827
Don't Stand So Close To Me,The Police,5veJDT0MLsLbhYsx42GXUD,0.799,0.506,2,-9.414,1,0.0606,0.0453,0.00107,0.0365,0.518,140.309,242667
"De Do Do Do, De Da Da Da",The Police,0yJvWbn8xQKiDZ84VN5lQG,0.78,0.523,9,-8.884,1,0.051,0.06,0.0629,0.24,0.855,147.86,247293
Can't Stand Losing You,The Police,39ZC8fZuLGJfpoaTST7vw3,0.756,0.634,2,-9.581,0,0.311,0.346,0.00981,0.0415,0.928,142.059,180693
King Of Pain,The Police,1V15l05snHYHYVxerjMFGo,0.518,0.725,2,-8.854,1,0.0338,0.389,0.000192,0.0671,0.646,124.151,299040
Wrapped Around Your Finger,The Police,400ZJAUFuEuIGXhr7ie4xf,0.747,0.448,9,-11.522,0,0.0345,0.0904,0.000185,0.0631,0.608,127.689,313707
Synchronicity II,The Police,5ynO8cYFjDwELIZfFHHeYe,0.414,0.851,2,-8.714,1,0.0413,0.0675,0.0047,0.333,0.567,158.907,300467
Spirits In The Material World,The Police,4frelkLhC4ATqJH9VGJztu,0.833,0.663,9,-7.859,0,0.058,0.273,0.016,0.0327,0.859,141.551,179067
Invisible Sun,The Police,5u8Dwz4h41DDOKfeFfexMR,0.573,0.396,10,-10.927,1,0.031,0.425,0.267,0.0934,0.149,120.308,224200
"When The World Is Running Down, You Make The Best Of What's Still Around",The Police,2e2P8zydI5GtcaVhTkOYa9,0.768,0.647,7,-7.436,1,0.0685,0.0422,0.00104,0.0947,0.802,123.937,216667
Canary In A Coalmine,The Police,7A4rW6quroPut2I6OsCys9,0.811,0.767,11,-9.14,0,0.0342,0.0507,0.0138,0.0802,0.964,143.891,146667
Oliver's Army,Elvis Costello & The Attractions,1GIV1YzfuFzYAoUjwx3r7W,0.523,0.735,4,-9.199,1,0.0292,0.137,0.0,0.199,0.903,143.182,179613
Pump It Up,Elvis Costello & The Attractions,0JgMHia55MBfhfqZIRi3kF,0.644,0.814,11,-6.036,1,0.0385,0.00933,0.000617,0.107,0.965,138.999,196680
"Radio, Radio",Elvis Costello & The Attractions,4cZ7dGQZi9duyPn1SY2lgU,0.595,0.869,4,-4.812,1,0.0767,0.138,2.78e-06,0.278,0.876,146.75,186213
Everyday I Write The Book,Elvis Costello & The Attractions,1P9523tBg56NRc78lX2i4l,0.651,0.755,1,-9.102,0,0.0337,0.315,0.000174,0.235,0.716,102.229,234307
Good Year For The Roses,Elvis Costello & The Attractions,4RZCoFsZHw9XvDZdv2jtkK,0.507,0.395,9,-10.955,1,0.0371,0.249,0.000619,0.147,0.457,97.272,188920
"(What's So Funny 'Bout) Peace, Love And Understanding",Elvis Costello & The Attractions,0dhzPXfQUdjNVsjVV7n4iD,0.375,0.948,7,-7.029,1,0.0709,0.00118,0.00818,0.408,0.482,141.629,212387
(I Don't Want To Go To) Chelsea,Elvis Costello & The Attractions,6SzcMu8d0fZtpElhYiLevK,0.51,0.832,11,-5.643,0,0.0399,0.0664,0.000486,0.055,0.95,166.336,190307
Shipbuilding,Elvis Costello & The Attractions,7DV1fLakiEgpJ1OuMQH4yb,0.356,0.296,7,-13.676,1,0.0322,0.731,1.89e-05,0.15,0.166,142.869,292720
Almost Blue,Elvis Costello & The Attractions,4xRnzruHzWObdNdjAOW4vL,0.439,0.12,4,-15.742,0,0.0339,0.78,0.000169,0.0881,0.143,116.481,167880
Clubland,Elvis Costello & The Attractions,65k2SDI7UCQg6bjHdPIGdp,0.634,0.786,11,-6.503,0,0.0255,0.0476,8.46e-06,0.456,0.885,124.421,221693
Accidents Will Happen,Elvis Costello & The Attractions,7oR6vPgaw4QlXXmJ8IfKMg,0.61,0.653,9,-9.008,0,0.0284,0.0464,0.0162,0.354,0.693,120.126,180987
She,Elvis Costello,31Tp5iKrVUayn65qhg06nE,0.333,0.28,1,-12.87,1,0.032,0.427,1.88e-06,0.13,0.276,130.876,187720
Alison,Elvis Costello,1v98rfd0an913AzHvMNG8a,0.557,0.32,1,-10.792,0,0.0438,0.739,3.99e-05,0.112,0.377,176.647,204533
Watching The Detectives - Single Version,Elvis Costello,0KrYPz4S4mKHeBjCwYJp0s,0.793,0.362,9,-12.146,0,0.0592,0.0135,1.77e-05,0.216,0.811,133.353,226040
Burning Down the House,Talking Heads,2VNfJpwdEQBLyXajaa6LWT,0.779,0.87,5,-13.141,0,0.0574,0.00644,0.0107,0.0399,0.555,102.689,241920
Psycho Killer - 2005 Remaster,Talking Heads,1i6N76fftMZhijOzFQ5ZtL,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,261413
Road to Nowhere,Talking Heads,5gS8whHdcpbkdz0qonQZF8,0.661,0.713,2,-7.825,1,0.0296,0.0361,2.27e-05,0.153,0.632,110.364,259107
Take Me to the River - 2005 Remaster,Talking Heads,1oV1tu8utgHQjLJsEK9sVl,0.66,0.485,2,-8.101,1,0.0258,0.242,0.0102,0.0585,0.829,99.828,302520
Heart Of Glass [24-Bit Digitally Remastered 01],Blondie,5XJ1J9QPxaOzdpkGxKU4lA,0.662,0.633,9,-7.793,1,0.0433,0.0078,0.0233,0.0689,0.657,115.007,350240
Rapture,Blondie,6F2vo4sxRNQ58VYe3pdiaL,0.724,0.704,11,-8.258,0,0.0511,0.113,0.00425,0.466,0.96,107.486,299373
Call Me,Blondie,7HKxTNVlkHsfMLhigmhC0I,0.554,0.833,2,-6.667,0,0.0347,0.000646,0.0025,0.0737,0.773,142.673,212227
One Way Or Another,Blondie,59CLe8stbcx4XYBWdsfbwK,0.442,0.922,2,-5.086,1,0.0655,0.0532,3.86e-06,0.0768,0.855,162.272,217364
The Tide Is High - Edit,Blondie,165NAtd2DRPKNQ6EVY0VG9,0.778,0.667,11,-7.273,1,0.0258,0.0514,0.0312,0.092,0.964,96.954,233893
Hanging On The Telephone,Blondie,62H036AjK703qvKZBLopzV,0.476,0.903,8,-4.754,1,0.0894,0.00961,5.47e-05,0.203,0.492,151.709,145075
Dreaming,Blondie,2Rn7bVL1FVYboc4c55RUdg,0.299,0.92,2,-3.377,1,0.0552,0.0048,0.00022,0.122,0.675,160.449,188494
Picture This,Blondie,2zHdES7SpNrmyheE0LNVfo,0.583,0.767,0,-3.004,1,0.0266,0.246,0.0165,0.17,0.846,127.959,178753
Fade Away And Radiate,Blondie,7APz1pnCEsvfMhJpnXcfl8,0.457,0.395,11,-9.105,0,0.0281,0.157,0.00269,0.0419,0.258,83.848,243984
Pretty Baby,Blondie,0Yue9xdK8DrISp8AeEpTDY,0.495,0.873,7,-5.152,1,0.0434,0.0511,0.000117,0.0462,0.725,142.663,203160
Sunday Girl,Blondie,5v6VaqC8b4P7NcKb45W77j,0.587,0.756,9,-5.377,1,0.039,0.073,1.33e-05,0.221,0.801,146.111,186782
I'm Gonna Love You Too,Blondie,0s9oqwhKh1zTF7ysKrkn21,0.697,0.862,2,-4.579,1,0.146,0.13,1.32e-06,0.0481,0.818,98.9,130057
Just Go Away,Blondie,0gprvry7NFqMRwIo0L7VZv,0.549,0.871,11,-4.081,1,0.0416,0.0445,0.0,0.0834,0.796,138.287,204920
Mirror In the Bathroom,The English Beat,3LUhdkixxrrqv3nfNfkINe,0.632,0.706,7,-7.391,1,0.0676,0.0749,0.0413,0.0356,0.945,171.199,190333
Rebel Yell,Billy Idol,4TIJ7zSBNejpoIPaWpWRKc,0.53,0.864,4,-4.948,0,0.061,0.000753,0.000459,0.354,0.484,166.312,288533
Eyes Without A Face,Billy Idol,0pUVeEgZuNyFzIMKp67RbS,0.391,0.815,9,-6.197,1,0.0518,0.0177,0.00226,0.276,0.647,84.383,299240
Mony Mony,Billy Idol,0i2C9ZggFjmq9ucn4fD01i,0.701,0.758,1,-5.568,1,0.0405,0.004,0.0,0.13,0.344,135.188,300213
Dancing with Myself - 2001 Remaster,Billy Idol,7fJnj6rso7N95oztvsxrWD,0.387,0.886,4,-6.981,1,0.0617,5.83e-05,0.275,0.219,0.757,176.426,227400
Dancing with Myself - 2001 Remaster,Generation X,7fJnj6rso7N95oztvsxrWD,0.387,0.886,4,-6.981,1,0.0617,5.83e-05,0.275,0.219,0.757,176.426,227400
Cradle Of Love,Billy Idol,5TSANSqPTD6nBG0NSJWmVB,0.612,0.942,3,-4.588,1,0.0399,0.0163,3.9e-06,0.0909,0.622,144.038,281467
Flesh For Fantasy - Remastered 1999,Billy Idol,5NJvgtVjLTTogjFcrOIZYN,0.66,0.751,9,-6.333,1,0.108,0.131,0.000196,0.11,0.563,94.491,278280
Hot In The City,Billy Idol,5LeDMHIZ5YDZ2b1VOcYVcG,0.66,0.897,5,-5.558,1,0.0257,0.00316,2.25e-05,0.116,0.67,111.193,219133
Catch My Fall - Edit,Billy Idol,4nCfoOxsSchFZd0XYjZnM7,0.668,0.578,7,-10.276,1,0.0338,0.00158,0.692,0.215,0.434,131.776,222413
Whip It,DEVO,4sscDOZCkbLSlDqcCgUJnX,0.78,0.869,9,-7.255,1,0.0517,0.0744,0.004,0.0621,0.957,157.902,161133
Boys Don't Cry - Single Version,The Cure,4dneV7C1yDt9UtyxrQY375,0.465,0.841,11,-5.767,0,0.0633,0.00486,0.0,0.109,0.689,168.743,157533
Just like Heaven,The Cure,76GlO5H5RT6g7y0gev86Nk,0.43,0.971,9,-3.845,1,0.0524,0.0271,2.16e-05,0.185,0.764,151.219,212000
Close to Me - 2006 Remaster,The Cure,7ABE6G4uQxbNtYgVrpBBPA,0.725,0.524,11,-11.121,1,0.116,0.0748,0.764,0.0819,0.961,185.134,203267
Lovesong - 2010 Remaster,The Cure,0X5C4WjQNubRysTkHOubz3,0.611,0.813,9,-7.689,0,0.0279,0.339,0.898,0.224,0.821,140.112,209573
Pictures of You - 2010 Remaster,The Cure,1tuwC1Ob5vnYZhvg3zyzJg,0.484,0.776,9,-6.48,1,0.0312,0.00371,0.109,0.131,0.495,171.935,448467
The Lovecats,The Cure,5GHwCpwEos0FzYe55slXEp,0.748,0.569,9,-12.975,0,0.0752,0.459,1.21e-06,0.364,0.967,91.833,220093
So Alive,Love and Rockets,6amZm52SfS7d6oCEu9NDMl,0.7,0.569,10,-13.991,1,0.0298,0.00545,0.208,0.147,0.924,118.829,257827
How Soon Is Now? - 2011 Remaster,The Smiths,1YrnDTqvcnUKxAIeXyaEmU,0.398,0.93,11,-6.76,1,0.0615,0.000854,0.121,0.0874,0.725,190.818,408173
Ghost Town,The Specials,1RljBZBY72HYDW3NV5Srlq,0.665,0.766,10,-9.454,0,0.0505,0.0492,0.338,0.113,0.905,73.683,219307
Dear God - Remastered 2001,XTC,5WuRIlM4ACXHJwcjzlm9Gx,0.577,0.458,7,-8.08,1,0.0239,0.0909,0.0,0.156,0.376,90.572,218933
Orchestral Suite From The Inner Light,Various Artists,7ByLELl0ge3aEBa8be1415,0.0761,0.119,2,-19.415,1,0.0469,0.9,0.816,0.143,0.0376,64.755,396453
Ebony Eyes,Bob Welch,4OLRw2NSxCyNkfCs8Uwvwg,0.698,0.676,11,-11.717,1,0.0277,0.0101,2.57e-05,0.112,0.961,116.486,212760
It Might Be You,Stephen Bishop,2wBblZ0wyRVjSVKQrNwSFx,0.577,0.391,7,-10.591,1,0.0243,0.21,7.2e-05,0.393,0.253,89.676,253867
Separate Lives,Stephen Bishop,41A1eR06c1MIZwkfkME4z2,0.424,0.0446,3,-17.389,1,0.0389,0.824,0.0,0.135,0.224,102.922,261867
Una Paloma Blanca,George Baker,1j41o4au1RfkOe7Mw9UsCx,0.697,0.712,5,-10.605,1,0.0316,0.184,5.35e-05,0.196,0.943,132.801,212333
Una Paloma Blanca,George Baker Selection,1j41o4au1RfkOe7Mw9UsCx,0.697,0.712,5,-10.605,1,0.0316,0.184,5.35e-05,0.196,0.943,132.801,212333
Little Green Bag,George Baker,6bh07Y954ODyJFzrrQfJay,0.739,0.645,0,-10.087,1,0.0306,0.0142,0.000196,0.0707,0.946,104.229,244160
Little Green Bag,George Baker Selection,6bh07Y954ODyJFzrrQfJay,0.739,0.645,0,-10.087,1,0.0306,0.0142,0.000196,0.0707,0.946,104.229,244160
The Young Ones - 2005 Remaster,Freddie & The Dreamers,634iAqzTNdKZqAj9v3vqwi,0.707,0.407,1,-10.154,1,0.049,0.645,0.0,0.126,0.801,72.324,128067
You'll Never Walk Alone,Gerry & The Pacemakers,05niRYnZWL75PjoZfEtIFm,0.474,0.365,0,-5.446,1,0.0306,0.251,2.02e-06,0.186,0.219,113.207,159547
Ferry Cross the Mersey,Gerry & The Pacemakers,3FVhRNzYPRZni24AqchMIW,0.396,0.274,6,-13.348,0,0.0289,0.467,0.0,0.0722,0.668,106.798,144627
Don't Let the Sun Catch You Crying (Main) - Mono,Gerry & The Pacemakers,4a1mv69fFeCxuF1mdLoLmI,0.477,0.352,1,-14.165,1,0.03,0.406,0.0,0.122,0.478,106.773,157093
How Do You Do It? - Mono,Gerry & The Pacemakers,5eEo0EILtjuK2yWZnVddCc,0.617,0.711,9,-6.433,1,0.0297,0.36,1.59e-06,0.0841,0.963,142.266,114987
Needles and Pins - Mono,The Searchers,0zABw1PtGYHsU4VDpDZsra,0.566,0.953,9,-6.504,1,0.0393,0.0546,2.86e-05,0.0637,0.887,124.284,131360
Sweets for My Sweet - Stereo Version,The Searchers,0bPmvueZJ2usI59GsCH6Ix,0.502,0.896,0,-7.76,1,0.0641,0.582,0.0,0.338,0.896,127.174,149907
Sugar and Spice - Mono Version,The Searchers,6WZZPoX7a0893aaXaZRkYa,0.547,0.86,0,-4.932,1,0.0322,0.473,0.0,0.0479,0.87,143.598,136720
Words - Original Version 1983,F.R. David,1HPJOoIVdUPuaebxzMrVaD,0.537,0.789,10,-5.578,0,0.0549,0.372,2.66e-05,0.138,0.527,123.763,209013
Have I the Right,The Honeycombs,3DzwsdqmeL60taVeshJ8WP,0.368,0.891,1,-8.067,0,0.26,0.024,0.000611,0.194,0.527,142.216,178040
Show Me The Way - Live / Remixed,Peter Frampton,5uS8HGp7VfuU5fDarEbNi7,0.556,0.944,2,-4.267,1,0.0445,0.0325,0.0,0.943,0.452,132.436,272467
"Baby, I Love Your Way - Live",Peter Frampton,1ksayCHVLH4eKFm43GFokU,0.518,0.786,7,-5.739,1,0.0357,0.448,2.5e-05,0.7,0.463,72.269,281067
Do You Feel Like We Do - Live,Peter Frampton,0qqRwBkq7oWv6QnIRLfQKe,0.319,0.661,0,-8.548,1,0.0334,0.0389,0.0039,0.886,0.325,106.189,826813
Solsbury Hill,Peter Gabriel,1CM1wOqD2AIjt2MWd31LV2,0.683,0.63,11,-8.844,1,0.0296,0.363,0.000873,0.314,0.481,102.457,261440
Sledgehammer - 2012 Remaster,Peter Gabriel,4AUS8KNz7zX8XFu9L38GT0,0.641,0.682,8,-7.561,1,0.0392,0.044,0.0,0.0394,0.468,96.319,311986
In Your Eyes - 2012 Remaster,Peter Gabriel,4qN7nSAVTjPfOOz0wkRQpM,0.621,0.645,2,-9.37,1,0.0352,0.0632,9.63e-06,0.0703,0.63,89.284,330373
Games Without Frontiers,Peter Gabriel,4TVnzZW8dIPjMjg5e8gKhH,0.738,0.717,6,-9.623,1,0.0545,0.326,3.79e-05,0.133,0.915,95.949,246973
Red Rain - 2012 Remaster,Peter Gabriel,3RpKyeQWrZFwX2fomsq2Y8,0.557,0.74,0,-8.801,1,0.0344,0.0381,8.83e-06,0.0584,0.379,113.451,340493
Don't Give Up - 2012 Remaster,Peter Gabriel,1wKkRvZnuVde5OYhKwTMeY,0.543,0.257,3,-15.568,1,0.0528,0.832,0.000442,0.078,0.363,161.409,393586
Big Time - 2012 Remaster,Peter Gabriel,6IuOHB4yZcU935GKqT1K6I,0.718,0.877,6,-6.583,1,0.0497,0.204,0.000231,0.0546,0.962,116.083,269080
This Is the Picture (Excellent Birds) - 2012 Remaster,Peter Gabriel,5Yl9XisQ7UOASB0rwhks8d,0.82,0.409,1,-11.947,1,0.0806,0.0165,0.154,0.301,0.736,91.03,262547
We Do What We're Told (Milgram's 37) - 2012 Remaster,Peter Gabriel,2claYrMjdarDxaKBO7ppTG,0.5,0.388,2,-12.647,1,0.037,0.526,0.387,0.0675,0.234,151.228,202386
Shock The Monkey,Peter Gabriel,6B2vTF4zhKdR4v4RDXkz3G,0.784,0.662,0,-8.539,1,0.0627,0.11,0.00136,0.112,0.923,148.416,328440
Digging in the Dirt - 2002 Remaster,Peter Gabriel,5bYXBNEyCoU82VWta10jgE,0.692,0.693,1,-9.174,1,0.062,0.181,0.00394,0.134,0.563,161.842,315573
Glory of Love,Peter Cetera,1eyq8cjUQ2daFthW2PC2GM,0.52,0.61,5,-7.935,1,0.0282,0.0805,2.95e-06,0.276,0.329,144.983,258333
After All (Love Theme From Chances Are),Cher,0ACu78PvVsOFYIKgRkKbGZ,0.517,0.335,4,-13.104,1,0.0324,0.561,0.0,0.0876,0.163,138.096,244360
After All (Love Theme From Chances Are),Peter Cetera,0ACu78PvVsOFYIKgRkKbGZ,0.517,0.335,4,-13.104,1,0.0324,0.561,0.0,0.0876,0.163,138.096,244360
The Next Time I Fall (with Amy Grant),Peter Cetera,7zSDDsIlks515d0tZGM64x,0.645,0.431,8,-10.178,1,0.0272,0.438,0.000634,0.0709,0.336,118.223,226133
The Next Time I Fall (with Amy Grant),Amy Grant,7zSDDsIlks515d0tZGM64x,0.645,0.431,8,-10.178,1,0.0272,0.438,0.000634,0.0709,0.336,118.223,226133
You're the Inspiration,Peter Cetera,2ukfmf2Yup3nwpIyV8znKz,0.645,0.6,10,-7.605,1,0.0252,0.0834,0.0,0.0599,0.411,143.48,246880
Leaving on a Jet Plane,"Peter, Paul and Mary",6ZSTinOwx5dKFYc6iYyGDn,0.414,0.167,9,-16.519,1,0.0484,0.804,0.0,0.117,0.384,133.45,207240
"Don't Think Twice, It's All Right","Peter, Paul and Mary",7IsXXgpowAB48crGjV1oGb,0.437,0.104,3,-22.533,1,0.0307,0.893,0.00124,0.11,0.544,101.718,196467
"Puff, the Magic Dragon","Peter, Paul and Mary",3hqsBLMAqJqrhr434Z7WlA,0.507,0.088,9,-23.309,1,0.0343,0.51,0.0,0.0984,0.398,144.226,206867
Blowin' in the Wind,"Peter, Paul and Mary",62Yu8QL1g9pdbvN4XL9Rah,0.381,0.0848,5,-17.77,1,0.032,0.834,0.0,0.112,0.557,155.036,177360
500 Miles,"Peter, Paul and Mary",6oMZhY0f1ReI6AJDDYfuSb,0.436,0.0695,7,-19.735,1,0.0298,0.858,0.0,0.107,0.255,97.128,162933
If I Had a Hammer - 2004 Remaster,"Peter, Paul and Mary",6R9LiK1WhfnTvFsVfusdQl,0.628,0.423,9,-11.231,1,0.0365,0.326,0.0,0.16,0.353,100.082,121053
Tell It on the Mountain,"Peter, Paul and Mary",06VuCrLHmfdgdUXSQCX6us,0.619,0.261,2,-10.632,1,0.0357,0.757,0.0,0.259,0.658,116.379,178240
Where Have All the Flowers Gone - 2004 Remaster,"Peter, Paul and Mary",1V8BSBe2fB5Np30sXmUCNU,0.4,0.0887,10,-16.696,1,0.0328,0.911,2.58e-05,0.108,0.286,106.967,236907
Lemon Tree - 2004 Remaster,"Peter, Paul and Mary",4hZGQQRphhGdjyMlJINBDI,0.415,0.15,4,-18.762,0,0.0513,0.849,0.0,0.13,0.223,163.726,177773
Michael Row the Boat Ashore,"Peter, Paul and Mary",1awrgXeSM9rCjdZaVmWeU6,0.506,0.271,2,-10.234,1,0.0277,0.769,0.0,0.111,0.337,123.861,163173
This Land Is Your Land - Remastered,"Peter, Paul and Mary",3d5C7Zzj0kF5y7D1MJo9Yr,0.667,0.232,2,-17.653,1,0.0473,0.334,0.0,0.104,0.441,103.716,145785
For Lovin' Me - 2004 Remaster,"Peter, Paul and Mary",1EJQrVf9I93wlkzJAquRWP,0.552,0.254,6,-14.527,1,0.0303,0.859,6.41e-06,0.0976,0.721,99.409,130413
The Times They Are A-Changin' - Live Version; 2003 Remaster,"Peter, Paul and Mary",18CWv4ffmsvbF6okzg8j7d,0.479,0.269,7,-13.801,1,0.0282,0.577,1.99e-05,0.617,0.581,147.112,192373
Early Mornin' Rain - 2004 Remaster,"Peter, Paul and Mary",6xYIbBD7VrcFYhUX3mnxBa,0.541,0.281,10,-17.774,1,0.0307,0.857,0.00763,0.11,0.636,95.513,185347
I Dig Rock and Roll Music - 2004 Remaster,"Peter, Paul and Mary",5pDM1xfBg3IL1yMvroLW88,0.692,0.413,2,-11.91,1,0.0422,0.118,0.0,0.305,0.744,121.77,151613
Day Is Done - 2004 Remaster,"Peter, Paul and Mary",71a9vOAsTH6ze4bonGsZdK,0.391,0.392,9,-11.881,1,0.0343,0.642,0.0,0.133,0.682,116.494,202973
Wedding Song (There Is Love) - Remastered Version,Noel Paul Stookey,4Zibbwj1STIuxLT3WdEY67,0.547,0.211,3,-16.26,1,0.031,0.897,0.00258,0.119,0.458,135.898,227587
Follow Me - Remastered,Mary Travers,4r45V7ZeTmjpX11lW5i6Xx,0.375,0.273,5,-13.371,1,0.037,0.772,0.0,0.128,0.328,142.134,159360
Let My Love Open The Door,Pete Townshend,0otlwsD3mSogk7VJCTp6Kg,0.651,0.653,0,-9.731,1,0.0545,0.365,0.000117,0.0742,0.729,164.912,164653
Face The Face,Pete Townshend,2PFOLIT19EDg8J5GSVeVjT,0.701,0.896,0,-11.783,0,0.047,0.0411,0.0598,0.0473,0.45,102.389,354320
Imagine - Remastered 2010,John Lennon,7pKfPomDEeI4TPT6EOYjn9,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,187867
Woman - Remastered 2010,John Lennon,0GGxVTb0UwDwdaKNjBdCn3,0.588,0.656,3,-6.373,1,0.0224,0.378,0.00227,0.042,0.746,79.701,212933
Jealous Guy - Remastered 2010,John Lennon,3D9iV6cYkYJRAPFO6DRKIE,0.489,0.389,4,-11.653,0,0.0284,0.877,0.32,0.105,0.254,131.366,257787
Stand By Me - Remastered 2010,John Lennon,3ntrdR24dLkKrzSGRv1FlH,0.632,0.556,9,-10.138,1,0.0288,0.29,0.0215,0.0779,0.633,104.996,211667
Mind Games - Remastered 2010,John Lennon,3QmUhaY5KZiOuaUH8H71LG,0.409,0.833,4,-9.994,0,0.0397,0.292,0.158,0.161,0.428,132.233,253267
Beautiful Boy (Darling Boy) - Remastered 2010,John Lennon,5URfZHMlUWTWxPvvSBWcPk,0.574,0.469,2,-11.53,1,0.0403,0.733,1.96e-06,0.856,0.435,111.378,245693
(Just Like) Starting Over - Remastered 2010,John Lennon,7tqQI7nmRAqX0g8bIYDXmF,0.701,0.79,9,-6.16,1,0.0725,0.301,6.06e-05,0.179,0.421,99.104,236547
I'm Losing You - Remastered 2010,John Lennon,0UPrJwM3KIQNMhyHCQIBt9,0.686,0.701,9,-6.738,0,0.0294,0.126,0.000267,0.625,0.542,97.716,237160
Whatever Gets You Thru The Night - Remastered 2010,John Lennon,49nBXQzYNyjoBmUda3ezMf,0.574,0.853,2,-9.157,1,0.0763,0.531,0.581,0.543,0.755,126.313,207307
#9 Dream - Remastered 2010,John Lennon,4ZVWvCUwsOnIGmJMj71RkG,0.406,0.597,0,-11.745,1,0.0336,0.0744,0.0133,0.254,0.478,115.474,286813
Crippled Inside - Remastered 2010,John Lennon,5CG4RXjli90Zd1KDalPqeK,0.545,0.608,0,-9.372,1,0.0369,0.193,0.0699,0.0769,0.681,165.617,232627
Power To The People - Ultimate Mix,John Lennon,3hUKQpucve6jX4QkJITrWl,0.625,0.787,2,-7.102,1,0.0563,0.00131,0.0,0.341,0.856,112.452,206427
Instant Karma! (We All Shine On) - Remastered 2010,John Lennon,2E9wKgL8NN7Tvydqcjoh7v,0.624,0.931,11,-9.988,0,0.116,0.000899,0.00144,0.0631,0.141,119.887,205133
Instant Karma! (We All Shine On) - Remastered 2010,The Plastic Ono Band,2E9wKgL8NN7Tvydqcjoh7v,0.624,0.931,11,-9.988,0,0.116,0.000899,0.00144,0.0631,0.141,119.887,205133
Instant Karma! (We All Shine On) - Remastered 2010,Yoko Ono,2E9wKgL8NN7Tvydqcjoh7v,0.624,0.931,11,-9.988,0,0.116,0.000899,0.00144,0.0631,0.141,119.887,205133
Power To The People - Remastered 2010,John Lennon,6Yl1ImnhUxtvRsmujD2Qe3,0.613,0.7,2,-9.305,1,0.0552,0.00709,0.0,0.351,0.762,113.221,201893
